Age;Title;Country;Ordered Quantity; Ordered Value ; Returned Value ; Average Order Quantitiy ; Average Order Value ;
5;Misses;Germany;92;4735.55;3329.50;1.59;81.65;
54;Misses;Germany;91;4674.60;1354.90;5.56;259.67;
32;Misses;Germany;91;51.69;3436.77;3.96;221.77;
58;Misses;Germany;91;3186.90;1367.76;13.00;455.16;
;Misses;Germany;91;65.56;2168.20;1.72;113.31;
5;Misses;Germany;91;5878.89;325.26;2.84;183.72;
71;Misses;Germany;91;9968.30;6724.90;3.33;332.28;
;Misses;Germany;91;6999.63;2582.68;2.17;166.66;
;Misses;Germany;91;6351.44;351.16;3.33;211.71;
;Misses;Germany;91;6959.46;3759.54;2.39;183.14;
48;Misses;Poland;91;875.18;579.54;5.56;448.63;
;Mister;Germany;91;5139.21;359.72;2.46;138.90;
;Misses;Austria;91;5237.35;1192.39;1.94;111.43;
52;Misses;Germany;91;5961.81;3642.38;2.46;161.13;
4;Misses;Austria;91;4557.89;255.75;3.37;168.82;
58;Misses;Germany;91;4842.90;171.95;2.12;112.63;
42;Mister;;91;5145.78;2133.77;1.65;93.56;
;Misses;Germany;91;5538.84;1712.73;3.64;221.55;
;Misses;Austria;91;489.80;1633.25;2.46;129.98;
49;Misses;Germany;91;8672.10;6224.95;3.96;377.44;
31;Misses;Austria;91;1716.60;769.55;2.33;274.78;
;Misses;Poland;91;4518.43;965.98;2.76;136.92;
27;Misses;Germany;91;4643.23;2683.67;4.55;232.16;
41;Misses;Germany;91;337.44;2373.63;7.58;275.62;
;Misses;Germany;91;7475.59;5159.55;2.53;27.66;
42;Misses;Germany;91;6671.75;4137.32;4.33;317.72;
47;Misses;Germany;91;2121.21;1565.24;1.38;32.14;
;Misses;Germany;91;5617.30;227.16;1.98;122.19;
;Misses;Germany;91;7243.26;5113.56;1.82;144.87;
;Misses;Germany;91;686.55;2793.78;2.28;171.51;
47;Misses;Germany;91;3623.89;2684.97;6.67;241.59;
42;Misses;Austria;91;4988.36;2453.32;2.94;16.91;
;Misses;Germany;91;6229.79;2838.81;2.22;151.95;
35;Misses;Austria;91;5197.13;2345.29;3.25;185.61;
25;Misses;Austria;91;4579.57;192.96;3.64;183.18;
;Misses;Germany;91;5349.23;226.70;2.12;124.47;
32;Misses;Austria;91;3957.14;1438.16;3.50;152.20;
;Misses;Germany;91;655.12;2258.25;2.60;185.87;
;Misses;Germany;91;6416.99;3445.21;2.22;142.60;
28;Misses;Austria;91;4383.95;2235.60;3.14;151.18;
32;Mister;Austria;91;5977.44;353.42;2.39;157.32;
;Misses;Germany;91;5898.76;325.64;2.94;19.28;
42;Mister;Austria;91;6672.45;2435.40;3.33;222.42;
;Misses;Germany;91;655.29;3476.98;2.22;159.76;
55;Misses;Germany;91;6834.90;5563.35;7.00;525.70;
;Misses;Germany;91;6766.37;3323.51;2.46;182.87;
;Misses;Germany;91;62.60;351.11;2.12;144.19;
28;Misses;Austria;91;47.19;1947.61;4.79;21.95;
32;Misses;Germany;91;3645.90;2667.33;9.10;364.59;
54;Misses;Germany;91;48.18;3313.84;3.37;177.78;
44;Misses;Germany;91;651.21;4616.77;4.55;325.65;
3;Misses;Germany;91;454.91;3468.16;3.25;16.89;
;Misses;Germany;91;5182.25;2939.90;3.96;225.32;
;Misses;Germany;91;5775.10;243.49;1.82;115.52;
;Misses;Germany;91;536.59;2322.52;2.68;114.47;
4;Misses;Germany;91;5377.75;374.69;2.46;145.34;
;Misses;Germany;91;4685.61;2189.67;2.28;117.14;
;Misses;Germany;9;5217.93;268.77;3.13;179.93;
38;Misses;Austria;9;4852.50;1923.45;2.93;156.53;
;Misses;Germany;9;532.14;1178.83;2.93;117.27;
52;Mister;Germany;9;5664.10;295.78;5.00;314.67;
;Misses;Germany;9;7847.32;4461.64;2.20;191.40;
4;Misses;Germany;9;4181.50;2687.17;5.00;19.48;
21;Misses;;9;6272.28;3936.55;2.45;142.55;
34;Misses;Germany;9;4316.10;3495.35;1.00;479.57;
;Misses;Poland;9;4868.57;2196.86;3.60;194.72;
5;Misses;Austria;9;5532.00;2839.52;2.14;131.71;
38;Misses;Germany;9;441.26;2462.17;3.75;183.77;
;Misses;Germany;9;6145.37;2891.77;2.37;161.72;
;Misses;Germany;9;4772.00;288.80;2.73;144.67;
;Misses;Germany;9;4765.59;2976.87;2.73;144.41;
;Misses;Germany;9;5848.88;354.77;2.00;129.98;
28;Misses;Germany;9;1471.39;877.43;7.50;122.62;
73;Misses;Germany;9;3389.51;117.71;6.00;225.97;
;Misses;Germany;9;7323.61;3732.19;1.84;149.46;
;Misses;Germany;9;616.33;3292.26;3.21;214.87;
47;Misses;Germany;9;6397.60;1983.86;1.71;76.16;
;Misses;Germany;9;99.38;4224.12;2.00;22.84;
;Misses;Germany;9;63.11;2613.49;2.65;176.56;
3;Misses;Germany;9;4474.10;3441.31;7.50;372.84;
48;Misses;Germany;9;4871.95;313.24;4.50;243.60;
55;Misses;Austria;9;5541.59;2218.92;2.73;167.93;
48;Misses;Austria;9;4687.59;1723.24;3.46;18.29;
;Misses;Germany;9;8319.95;391.83;1.76;163.14;
36;Misses;Austria;9;6634.39;4157.88;2.57;189.55;
38;Misses;Austria;9;451.93;1917.85;3.46;173.15;
29;Mister;Austria;9;3822.17;1115.38;2.93;123.30;
;Misses;Germany;9;797.84;2958.70;1.88;147.87;
;Misses;Germany;9;4412.20;46.84;2.38;113.13;
62;Misses;Germany;9;8657.84;7177.30;6.00;577.19;
56;Misses;Germany;9;758.60;3416.15;2.93;244.54;
;Misses;Germany;9;6321.55;247.96;2.14;15.51;
44;Misses;Austria;9;4396.56;234.54;2.65;129.32;
;Misses;Germany;9;6189.82;48.00;2.43;167.29;
;Misses;Germany;9;643.18;3748.60;2.38;164.18;
35;Misses;Germany;9;5784.83;348.28;5.63;361.55;
45;Misses;Germany;9;6466.39;462.50;2.81;22.75;
45;Misses;Germany;9;4344.63;838.46;4.29;26.89;
56;Misses;Germany;9;6961.56;463.52;3.75;29.65;
28;Misses;Austria;9;5469.78;276.16;5.00;248.63;
56;Misses;Germany;9;7865.12;59.64;4.50;393.26;
;Misses;Germany;9;4536.80;1653.71;3.46;174.49;
44;Misses;Austria;9;6675.66;216.90;2.25;166.89;
;Misses;Germany;9;7736.62;2533.48;2.73;234.44;
53;Misses;Germany;9;6194.83;193.18;3.00;26.49;
38;Misses;Germany;9;5597.60;2745.56;12.86;799.66;
37;Misses;Germany;9;11668.44;6762.15;6.43;833.46;
53;Misses;Germany;9;6648.41;4175.78;3.46;255.79;
;Misses;Poland;9;437.83;1347.81;1.88;91.59;
54;Mister;;9;6134.99;1868.30;1.55;15.78;
;Misses;Germany;9;5255.37;2755.79;3.00;175.18;
55;Misses;Germany;9;3146.50;2295.82;6.92;242.38;
39;Misses;Germany;9;4362.74;3522.29;2.38;111.87;
46;Misses;Germany;9;3848.93;2735.14;5.00;213.83;
;Misses;Germany;89;4565.46;2248.79;4.45;27.53;
47;Misses;Germany;89;5566.29;336.54;3.56;222.65;
;Misses;Germany;89;4145.94;2135.83;4.45;27.30;
;Misses;Germany;89;4955.38;1559.76;1.62;9.98;
;Misses;Poland;89;5784.90;188.60;1.78;115.70;
52;Misses;Germany;89;628.23;4397.28;5.24;354.62;
;Misses;Germany;89;4971.56;2773.51;2.62;146.22;
25;Mister;;89;555.76;146.43;2.23;138.77;
;Mister;Germany;89;4537.51;2641.15;6.85;349.39;
32;Misses;Austria;89;6477.62;2768.69;2.54;185.75;
;Misses;Germany;89;8752.30;694.84;1.98;194.49;
36;Misses;Germany;89;8182.43;7187.46;3.42;314.79;
53;Misses;Germany;89;6357.10;3484.14;2.88;25.65;
58;Misses;Germany;89;5723.61;3675.53;2.97;19.79;
32;Misses;Germany;89;4371.36;283.83;5.56;273.21;
;Misses;Poland;89;4274.57;639.85;1.78;85.49;
;Misses;Germany;89;491.64;1423.30;2.34;129.00;
;Misses;Germany;89;588.75;343.34;2.62;172.96;
53;Misses;Germany;89;5328.45;2442.95;3.78;222.19;
;Misses;Germany;89;618.57;313.56;2.70;139.97;
55;Misses;Germany;89;424.92;176.83;3.42;163.11;
;Misses;Germany;89;399.99;1757.53;2.45;17.86;
36;Misses;Germany;89;276.31;139.85;17.80;541.26;
;Mister;Germany;89;3416.95;153.32;3.56;136.68;
48;Mister;Germany;89;4852.41;128.90;5.93;323.49;
51;Misses;Germany;89;3945.61;219.89;3.42;151.75;
33;Misses;Austria;89;4582.18;2938.38;4.45;28.29;
5;Misses;Germany;89;7261.10;4598.98;3.18;259.33;
41;Misses;Germany;89;4533.11;2173.55;6.85;348.78;
;Misses;Germany;89;9157.84;4897.76;1.89;194.85;
48;Misses;;89;6697.95;286.85;2.23;167.45;
4;Misses;Germany;89;5373.63;3332.51;3.56;214.95;
33;Misses;Germany;89;13214.46;777.75;2.47;367.68;
23;Misses;;89;5453.23;294.88;1.75;16.93;
57;Misses;Germany;89;9325.11;3317.60;6.36;666.79;
;Misses;Germany;89;4368.50;2659.48;3.42;168.19;
;Misses;Germany;89;535.10;1766.72;2.12;127.38;
51;Misses;Germany;89;4266.98;2199.84;1.93;92.76;
;Misses;Germany;89;527.11;14.82;2.23;119.78;
57;Misses;Austria;89;7234.32;4147.20;2.23;164.42;
49;Misses;Germany;89;7915.21;6277.89;5.93;527.69;
28;Misses;Germany;89;5947.56;5114.14;3.18;212.41;
39;Mister;Austria;89;5865.28;1755.47;2.12;139.65;
53;Misses;Germany;89;232.87;158.92;3.69;8.30;
55;Misses;Germany;89;5315.42;2498.31;3.30;196.87;
;Misses;Germany;88;526.10;1461.29;2.26;128.87;
35;Misses;Germany;88;3762.46;2395.71;4.00;171.30;
;Misses;Germany;88;5486.11;2784.41;2.95;13.62;
;Misses;Germany;88;5584.60;3328.55;3.34;192.57;
;Misses;Germany;88;7781.23;4697.55;1.73;152.57;
32;Mister;Germany;88;837.76;461.33;11.00;14.72;
34;Misses;Germany;88;7285.96;564.00;3.83;316.79;
41;Misses;Austria;88;2389.22;1247.86;2.84;77.72;
;Misses;Germany;88;5234.33;1967.46;1.96;116.32;
43;Misses;Germany;88;481.52;4237.81;3.38;184.67;
57;Misses;Germany;88;6173.47;3872.62;2.44;171.49;
35;Misses;Austria;88;464.81;1479.98;1.80;94.71;
6;Misses;Germany;88;7346.52;3472.63;3.52;293.87;
;Misses;Germany;88;6969.83;3844.68;1.83;145.25;
37;Misses;Austria;88;4838.79;252.61;3.14;172.81;
29;Misses;Germany;88;4471.11;258.15;3.38;171.97;
49;Misses;Germany;88;3226.51;876.10;1.87;68.65;
41;Misses;Germany;88;75.11;4859.43;3.83;34.57;
53;Misses;Germany;88;4941.59;349.50;2.75;154.42;
34;Misses;Austria;88;4657.40;2693.26;3.67;194.43;
52;Misses;Germany;88;664.18;2735.68;4.89;366.90;
29;Misses;Germany;88;5485.29;439.60;3.83;238.50;
;Misses;Germany;88;55.12;259.62;2.47;117.44;
55;Mister;Poland;88;1755.78;3441.28;1.49;182.31;
45;Misses;Germany;88;6434.99;417.16;2.93;214.50;
25;Misses;Germany;88;352.25;2798.80;5.50;22.16;
54;Mister;Germany;88;4727.96;221.34;3.67;197.00;
;Misses;Germany;88;5843.95;3314.52;3.52;233.76;
42;Misses;Austria;88;387.58;1594.70;3.52;152.33;
;Misses;Germany;88;7678.81;3742.67;1.73;15.56;
32;Misses;Germany;88;43.40;246.95;3.83;174.69;
;Misses;Germany;88;426.31;194.96;2.51;12.18;
58;Misses;Austria;88;5892.94;3198.14;2.59;173.32;
5;Misses;Austria;88;2884.98;872.41;3.34;99.48;
41;Misses;Austria;88;4772.63;1319.22;4.19;227.27;
52;Misses;Germany;88;4861.17;2517.90;2.93;162.39;
28;Mister;Germany;88;5965.11;3796.95;5.87;397.67;
36;Misses;Germany;88;517.81;4259.50;9.78;557.53;
35;Mister;Austria;88;5197.75;2469.10;3.38;199.91;
31;Misses;Germany;88;3369.12;316.20;9.78;374.35;
46;Misses;Germany;88;3482.12;2152.89;5.50;217.63;
27;Misses;Austria;88;5421.70;3231.59;2.84;174.89;
41;Mister;Germany;88;7578.32;557.95;12.57;182.62;
42;Misses;Austria;88;5897.68;317.76;4.40;294.88;
;Misses;Germany;87;5499.22;148.75;1.85;117.47;
55;Misses;Germany;87;7584.12;3666.63;2.18;189.63;
;Mister;Germany;87;5319.61;1529.62;4.83;295.53;
55;Misses;Austria;87;6362.32;3418.87;3.78;276.62;
69;Misses;Germany;87;762.67;4521.52;5.12;447.22;
49;Misses;Germany;87;5934.62;2662.47;3.95;269.76;
;Misses;Poland;87;4138.76;1887.76;1.67;79.59;
44;Misses;Germany;87;355.72;23.95;4.35;175.29;
;Misses;Austria;87;5152.61;132.26;1.85;19.63;
;Misses;Poland;87;522.82;277.90;1.89;113.48;
36;Misses;Austria;87;4668.13;1718.65;2.72;145.88;
53;Misses;Germany;87;3729.71;1867.45;3.00;128.62;
;Misses;Germany;87;77.98;3222.20;1.78;144.36;
47;Misses;Austria;87;4322.34;1355.84;2.56;127.13;
;Misses;Germany;87;5593.69;2475.24;2.64;169.56;
3;Mister;Austria;87;4514.31;25.73;3.35;173.63;
33;Misses;Austria;87;4264.45;199.80;3.48;17.58;
4;Misses;Germany;87;6755.42;545.19;3.63;281.48;
4;Misses;Germany;87;5138.42;329.12;8.70;513.84;
43;Mister;Germany;87;2463.33;1522.82;29.00;821.11;
56;Misses;Germany;87;6352.13;3329.52;2.86;24.97;
48;Misses;Austria;87;6754.99;3567.49;2.35;182.57;
63;Misses;Austria;87;563.73;3735.10;3.17;21.98;
;Misses;Germany;87;6862.11;2458.70;2.24;175.95;
;Misses;Poland;87;6325.82;2597.46;29.00;218.37;
;Misses;Germany;87;644.36;3729.33;2.18;16.19;
51;Misses;Austria;87;749.11;1769.80;2.35;2.25;
;Misses;Germany;87;6858.86;334.16;1.89;149.16;
53;Misses;Netherlands;87;2534.71;1675.27;2.72;79.30;
;Misses;Germany;87;648.82;4135.49;2.24;166.17;
56;Misses;Germany;87;7162.32;4197.68;3.63;298.43;
47;Misses;Austria;87;5687.87;367.61;3.95;258.54;
25;Mister;;87;444.72;1493.20;1.93;89.88;
44;Mister;Germany;87;2896.13;129.59;21.75;724.33;
51;Misses;Austria;87;5516.76;1885.99;1.89;119.93;
;Misses;Germany;87;4749.62;2192.99;2.35;128.37;
64;Misses;Austria;87;4929.79;1966.17;5.12;289.99;
48;Misses;Austria;87;3413.11;189.70;3.78;148.40;
39;Mister;Germany;87;6373.44;3459.20;3.48;254.94;
;Misses;Germany;87;5727.82;2393.10;2.29;15.73;
;Misses;Germany;87;6757.92;4474.49;2.35;182.65;
;Misses;Germany;87;488.48;2251.68;1.89;16.97;
46;Misses;Austria;87;535.70;1784.41;2.29;139.62;
45;Misses;Poland;87;217.90;62.94;8.70;21.79;
28;Misses;Germany;87;6149.51;4356.81;3.78;267.37;
;Misses;Germany;87;717.74;4352.68;2.12;174.90;
47;Mister;Austria;87;4746.23;1266.80;17.40;949.25;
52;Mister;Austria;87;5181.16;1914.70;4.83;287.84;
;Misses;Germany;87;2666.13;1972.39;4.58;14.32;
;Misses;Germany;87;518.91;3616.68;2.86;164.84;
4;Misses;Germany;87;4776.38;2544.31;5.80;318.43;
25;Misses;Austria;87;7293.90;3982.57;2.18;182.33;
;Misses;Germany;87;3732.52;141.90;3.95;169.66;
;;Germany;87;8121.37;5845.30;3.35;312.36;
;Misses;Germany;87;5968.84;27.27;1.67;114.79;
;Misses;Germany;87;658.72;3622.30;2.72;25.65;
;Misses;Germany;87;4699.11;129.33;2.71;111.88;
53;Misses;Germany;87;3266.60;1178.00;2.42;9.72;
56;Misses;Germany;87;3447.10;1822.91;6.69;265.15;
26;Misses;Austria;86;655.27;3234.68;1.95;148.87;
42;Misses;Austria;86;3471.52;75.90;2.97;119.78;
;Misses;Germany;86;5139.44;3632.92;2.77;165.79;
64;Misses;Germany;86;4112.74;3125.65;6.14;293.77;
;Misses;Germany;86;7717.64;4474.55;2.32;28.58;
35;Misses;Austria;86;3517.90;1857.88;2.39;97.70;
29;Misses;Germany;86;574.31;556.92;4.78;318.96;
;Misses;Germany;86;7157.31;3835.22;2.87;238.58;
;Misses;Germany;86;4299.94;294.20;2.67;13.31;
51;Misses;Germany;86;5329.44;449.40;3.38;24.98;
53;Mister;;86;5344.13;2134.20;2.26;14.64;
22;Misses;;86;5541.36;1894.66;1.59;12.62;
;Misses;Germany;86;4679.53;115.47;1.69;91.76;
;Misses;Germany;86;5653.12;365.67;1.72;113.62;
;Misses;Germany;86;5947.41;3581.29;2.25;152.50;
;Misses;Germany;86;4889.40;1785.23;2.32;132.14;
43;Misses;Austria;86;5895.64;3484.65;2.77;19.18;
4;Misses;Germany;86;4259.33;2933.92;2.00;99.54;
31;Mister;;86;5656.50;2482.16;1.56;12.85;
25;Misses;Austria;86;7262.94;3663.42;1.83;154.54;
27;Misses;Germany;86;6663.64;3559.51;7.17;555.33;
;Misses;Germany;86;5197.67;1985.71;1.59;96.25;
;Misses;Germany;86;5533.38;3227.80;1.95;125.76;
59;Misses;Austria;86;1786.45;984.58;1.75;223.36;
34;Misses;Germany;86;556.64;4583.80;17.20;111.33;
54;Misses;Germany;86;5239.92;2652.86;2.77;169.30;
52;Misses;Germany;86;4781.40;3461.20;3.38;183.90;
;Misses;Germany;86;5487.83;3367.53;2.53;161.47;
;Mister;Germany;86;4548.26;284.94;8.60;454.83;
;Misses;Germany;86;6292.53;37.46;2.26;165.59;
33;Mister;Austria;86;2579.94;591.60;6.14;184.28;
25;Misses;Germany;86;2233.14;126.62;9.56;248.13;
59;Misses;Austria;86;5945.11;2741.52;1.54;16.16;
;Mister;Germany;86;4939.40;1734.25;4.95;235.19;
3;Misses;Austria;86;6571.70;4112.31;2.32;177.61;
48;Misses;Germany;86;8462.72;6553.42;3.71;32.24;
35;Misses;Germany;86;4451.33;36.53;5.59;261.84;
38;Misses;Austria;86;3955.16;2199.50;3.19;146.49;
52;Misses;Austria;86;4424.12;1132.87;2.39;122.89;
37;Misses;Poland;86;1776.23;241.59;3.71;384.87;
;Mister;Germany;86;3762.19;23.90;6.62;289.40;
52;Misses;Germany;86;2332.64;1273.95;4.95;111.79;
;Misses;Germany;86;416.14;2355.13;3.74;18.88;
;Misses;Germany;86;561.94;2741.88;3.71;18.78;
27;Misses;Austria;86;4193.34;1661.74;2.69;131.42;
23;Mister;;86;3528.23;781.85;1.65;67.85;
;Misses;Germany;86;687.62;3649.72;3.58;283.66;
24;Misses;Austria;86;3958.96;1721.27;3.44;158.36;
31;Misses;Germany;86;3682.59;312.40;7.17;36.88;
36;Misses;Germany;86;3418.94;2331.12;1.75;427.37;
49;Misses;Germany;85;3866.42;2935.88;2.93;133.32;
39;Misses;Austria;85;711.41;3692.51;3.36;253.62;
55;Misses;Germany;85;7351.75;3959.59;2.24;193.47;
;Misses;Germany;85;4815.94;1682.75;2.13;12.40;
53;Misses;Austria;85;5152.79;1739.85;2.24;135.60;
48;Misses;Germany;85;4944.14;3233.78;3.54;26.58;
62;Misses;Austria;85;3575.24;1732.54;3.54;148.97;
55;Misses;Austria;85;5731.80;192.27;2.30;154.91;
64;Misses;Germany;85;1962.78;16641.75;1.23;276.27;
;Misses;Germany;85;772.12;4353.66;1.85;167.44;
47;Misses;Germany;85;5181.71;3284.15;2.66;161.93;
;Misses;Germany;85;579.29;2372.30;2.24;133.67;
44;Misses;;85;9513.14;4893.55;2.58;288.28;
;Misses;Austria;85;4719.34;1514.78;2.50;138.84;
38;Misses;Austria;85;4377.19;2118.23;2.74;141.20;
21;Mister;;85;375.68;623.98;1.63;71.25;
;Misses;Germany;85;6513.25;3287.23;2.93;224.59;
41;Misses;Germany;85;2523.33;1283.68;6.54;194.12;
;Misses;Germany;85;5678.75;1483.74;2.43;162.25;
;Misses;Poland;85;438.49;1268.22;2.18;11.47;
6;Misses;Germany;85;4985.24;2973.55;3.86;226.62;
35;Misses;Germany;85;339.94;1155.75;4.47;160.00;
57;Misses;Austria;85;4191.65;779.30;2.13;14.79;
65;Misses;Germany;85;3691.94;2534.11;3.54;153.84;
28;Misses;Germany;85;4789.89;297.99;7.83;399.16;
;Misses;Germany;85;5237.74;332.76;2.58;158.72;
;Misses;Germany;85;3945.23;256.58;1.98;91.75;
;Misses;Germany;85;7432.13;4838.44;2.58;225.22;
;Misses;Germany;85;5523.10;22.70;1.93;125.52;
34;Mister;Germany;85;1393.15;1469.96;1.63;1299.14;
43;Misses;Germany;85;3587.84;157.62;4.48;17.85;
42;Misses;Germany;85;5327.63;367.59;2.13;133.20;
26;Mister;Austria;85;4182.64;22.47;4.25;29.13;
48;Misses;Germany;85;8919.33;6464.53;3.70;387.80;
;Misses;Germany;85;6569.13;2728.73;1.73;134.64;
;Misses;Germany;85;5245.49;1689.29;2.50;154.28;
27;Mister;Austria;85;3817.94;868.85;3.27;146.84;
;Misses;Germany;85;6784.89;3171.92;1.98;157.79;
49;Mister;Austria;85;675.57;3329.69;2.24;144.66;
;Misses;Germany;85;5378.83;2729.50;2.43;153.69;
37;Misses;Germany;84;3779.95;2442.75;6.46;29.77;
54;Misses;Germany;84;597.49;3551.67;2.80;196.92;
;Mister;Germany;84;516.16;1394.49;2.00;117.28;
;Misses;Germany;84;4345.35;2776.61;2.55;131.68;
;Misses;Germany;84;6849.76;3651.16;1.95;159.30;
;Misses;Germany;84;5394.16;2226.19;4.00;256.86;
;Misses;Germany;84;652.16;341.80;1.71;123.51;
31;Mister;Germany;84;2853.36;2169.76;42.00;1426.68;
;Misses;Germany;84;389.56;1896.10;4.67;216.14;
;Misses;Germany;84;524.45;382.30;2.63;162.64;
35;Misses;Germany;84;2699.90;1164.60;7.64;245.45;
;Misses;Germany;84;5159.16;2321.39;2.49;125.83;
;Misses;Germany;84;533.80;179.71;2.00;12.55;
4;Misses;Austria;84;6389.69;3719.47;3.11;236.66;
;Misses;Germany;84;8484.62;582.51;2.49;26.94;
29;Mister;Austria;84;6384.68;4284.86;2.55;193.48;
27;Mister;;84;5624.94;2392.14;2.40;16.71;
61;Misses;Germany;84;11179.93;1991.12;1.29;172.00;
26;Misses;Austria;84;6525.56;373.30;2.55;197.74;
;Misses;Germany;84;7452.95;349.50;2.49;181.78;
;Misses;Germany;84;7326.24;4521.12;2.22;192.80;
;Misses;Netherlands;84;291.55;94.52;3.50;87.15;
42;Mister;Germany;84;4444.31;3116.73;7.64;44.28;
;Misses;Germany;84;5966.50;381.61;2.33;165.72;
;Misses;Germany;84;618.15;3167.21;2.00;136.78;
3;Misses;Germany;84;5966.56;4596.47;4.20;298.33;
;Misses;Poland;84;4853.45;657.77;3.36;194.14;
56;Misses;Poland;84;3571.57;1696.84;4.67;198.42;
48;Misses;Germany;84;664.50;42.92;8.40;66.45;
53;Misses;Germany;84;278.25;1688.41;3.36;111.21;
;Misses;Germany;84;6198.14;2794.70;2.80;199.94;
;Misses;Germany;84;587.97;265.80;1.87;13.47;
;Misses;Germany;84;466.95;1325.11;2.40;131.63;
;Misses;Germany;84;434.25;2142.78;2.10;18.56;
;Misses;Germany;84;5665.56;238.40;1.75;118.33;
;Misses;Germany;84;4851.75;2967.73;2.27;131.13;
;Misses;Germany;84;7115.86;3844.79;2.10;177.90;
;Misses;Germany;84;461.20;2535.68;2.90;158.66;
46;Misses;Germany;84;4325.36;35.88;5.60;288.36;
37;Misses;Germany;84;3211.50;1811.10;4.67;178.39;
;Misses;Germany;84;5738.59;2237.67;2.22;151.16;
61;Misses;Poland;84;2672.86;687.21;3.65;116.18;
;Misses;Germany;84;7361.23;3652.68;2.49;179.54;
33;Misses;Austria;84;47.34;186.87;1.50;58.79;
35;Misses;Germany;84;213.66;1629.10;7.64;193.70;
;Mister;Germany;84;335.61;1235.67;5.60;22.37;
;Misses;Germany;84;4297.90;1174.78;2.00;12.34;
;Misses;Germany;84;5421.15;189.25;2.27;146.52;
;Mister;Germany;84;43.20;2162.97;4.20;215.10;
;Misses;Germany;84;736.88;4163.58;2.22;185.18;
57;Misses;Austria;84;4674.29;988.99;3.11;173.12;
;Misses;Germany;84;4671.93;228.50;2.80;15.77;
36;Misses;Austria;84;5866.15;3269.65;3.24;225.62;
35;Misses;Austria;84;5632.34;2282.11;2.63;176.16;
;Misses;Germany;84;4613.58;3254.40;4.67;256.31;
;Misses;Germany;84;5456.44;274.77;2.55;165.35;
35;Misses;Germany;84;3382.40;149.10;9.33;375.78;
36;Misses;Germany;84;2226.36;984.40;7.64;22.40;
4;Mister;Austria;84;4786.30;372.21;1.95;111.39;
37;Misses;Austria;83;564.96;46.76;2.24;151.49;
32;Misses;Austria;83;5244.56;3632.25;4.61;291.36;
;Misses;Germany;83;6119.87;35.77;1.84;136.00;
41;Misses;Germany;83;4443.61;2625.15;2.59;138.86;
2;Misses;;83;3369.13;629.55;1.77;71.68;
43;Misses;Germany;83;4596.17;195.51;5.93;328.30;
38;Mister;;83;522.78;2399.11;2.86;18.27;
4;Misses;Austria;83;5214.64;2756.63;2.96;186.24;
28;Misses;Austria;83;5657.38;3617.59;2.68;182.50;
;Misses;Germany;83;6233.16;2263.24;2.24;168.46;
;Misses;Germany;83;6839.70;388.55;2.75;17.98;
37;Mister;Austria;83;4911.51;1295.57;3.46;24.65;
;Mister;Germany;83;4549.50;1651.33;3.32;181.96;
41;Misses;Germany;83;259.58;522.96;5.93;179.26;
;Misses;Germany;83;6251.50;3574.13;2.24;152.46;
4;Misses;Austria;83;5265.84;223.64;2.24;142.32;
;Mister;Germany;83;6879.87;5482.69;4.88;44.70;
28;Misses;Germany;83;4871.34;1972.81;5.19;34.46;
36;Mister;Austria;83;392.20;255.52;3.75;144.53;
51;Misses;Austria;83;585.71;2387.82;2.36;162.52;
33;Misses;Austria;83;4996.39;256.75;5.53;333.93;
;Misses;Germany;83;5443.52;2877.62;2.36;151.29;
39;Misses;Germany;83;4277.97;1469.50;5.19;267.37;
58;Misses;Austria;83;477.10;227.64;2.18;125.53;
39;Misses;Germany;83;5.44;4337.69;4.61;277.82;
54;Misses;Germany;83;1858.23;993.87;7.55;168.93;
;Misses;Germany;83;465.90;2316.29;2.44;135.44;
47;Mister;Poland;83;2325.38;1156.62;13.83;387.56;
;Misses;Germany;83;5417.40;3348.54;3.46;225.71;
;Misses;Germany;83;578.36;293.70;1.98;137.63;
;Misses;Germany;83;4276.65;1232.72;2.44;125.78;
56;Misses;Germany;83;5576.16;2261.79;2.96;199.15;
;Misses;Germany;83;4585.15;1815.66;2.59;143.29;
48;Misses;Germany;83;262.75;1797.80;4.15;13.14;
48;Misses;Germany;83;4614.14;4179.37;4.15;23.77;
;Mister;Germany;83;5375.13;2134.33;2.96;191.97;
;Misses;Germany;83;6613.17;2683.93;2.86;228.43;
;Misses;Germany;83;5223.66;318.62;2.44;153.64;
46;Misses;Austria;83;4632.36;154.28;2.59;144.76;
37;Misses;Germany;83;4.51;3326.32;8.30;4.51;
43;Misses;Germany;83;3513.14;1666.88;3.77;159.69;
52;Misses;Germany;83;7769.29;4421.11;3.75;287.75;
45;Misses;Austria;83;445.72;3167.89;2.52;133.57;
34;Mister;Germany;83;3587.57;172.17;5.19;224.22;
33;Mister;;83;634.69;2162.76;2.37;181.16;
31;Misses;Austria;83;4735.20;293.46;2.68;152.74;
4;Mister;Austria;83;4966.16;3754.75;2.86;171.25;
41;Misses;Austria;83;467.92;2438.50;4.15;23.40;
;Misses;Germany;83;4448.91;145.19;3.46;185.37;
32;Misses;Germany;83;3398.17;1743.74;11.86;485.45;
;Misses;Germany;83;6628.86;2342.25;2.24;179.16;
;Misses;Germany;83;845.87;631.30;2.13;216.69;
33;Misses;Austria;83;5643.66;1575.65;2.18;148.52;
42;Misses;Germany;83;424.15;1915.84;3.19;163.83;
