Age;Title;Country;Ordered Quantity;Ordered Value in Euro;Returned Value in Euro;Average Order Quantitiy;Average Order Value in Euro
32;Misses;Germany;94;2658,04;1825,38;10,44;295,34
;Misses;Germany;94;5628,56;3514,38;2,61;156,35
54;Misses;Germany;93;5494,25;3973,55;3,58;211,32
;Misses;Germany;93;5333,51;2995,50;1,90;108,85
32;Misses;Germany;93;5513,17;4132,83;15,50;918,86
;Misses;Germany;93;6134,53;3527,95;3,00;197,89
;Misses;Germany;93;5808,47;2120,12;2,16;135,08
;Misses;Germany;93;5060,10;3152,06;2,91;158,13
;Misses;Germany;93;6231,41;3991,98;3,21;214,88
54;Misses;Poland;93;2704,37;1631,66;3,58;104,01
;Misses;Germany;93;5041,05;1613,73;2,11;114,57
46;Misses;Germany;93;15431,55;5993,34;1,86;308,63
26;Mister;Germany;93;3586,25;2632,08;11,63;448,28
;Misses;Germany;93;5177,00;2133,19;1,90;105,65
;Misses;Germany;93;5416,79;1549,30;2,21;128,97
42;Misses;Germany;93;4828,90;2277,46;3,21;166,51
37;Misses;Germany;93;3926,07;2253,60;8,45;356,92
;Misses;Germany;93;6715,14;4438,91;2,38;172,18
58;Misses;;93;6652,04;3064,46;2,11;151,18
;Misses;Germany;93;6444,96;3241,59;2,02;140,11
;Misses;Germany;93;6113,41;3250,96;1,79;117,57
;Misses;Germany;93;6106,09;2396,40;1,86;122,12
28;Misses;Austria;93;6173,09;3956,27;2,33;154,33
;Misses;Germany;93;6593,76;2698,64;2,66;188,39
58;Misses;Germany;93;8044,07;4808,56;2,45;211,69
40;Misses;Germany;93;3430,34;1549,75;4,43;163,35
;Misses;Germany;93;8011,32;3329,70;1,82;157,08
;Mister;Germany;93;5485,08;3289,33;5,81;342,82
;Misses;Germany;93;4369,00;1759,70;2,33;109,23
;Misses;Germany;93;5686,53;2520,12;2,21;135,39
;Misses;Germany;93;5465,01;2503,14;4,04;237,61
29;Misses;Germany;93;4240,27;1429,34;9,30;424,03
61;Misses;Germany;93;9743,66;8166,90;2,16;226,60
;Misses;Germany;93;4915,94;1998,68;1,98;104,59
;Misses;Germany;93;4938,24;3017,41;2,11;112,23
;Misses;Germany;93;6297,35;3712,32;1,79;121,10
;Misses;Germany;93;7009,64;4835,23;2,07;155,77
37;Misses;Germany;93;4587,17;4048,53;13,29;655,31
;Misses;Germany;93;6734,71;2277,58;2,58;187,08
;Misses;Germany;93;7361,46;4089,84;3,21;253,84
;Misses;Germany;93;5981,85;3555,72;2,58;166,16
33;Mister;Germany;93;3825,96;2039,91;2,66;109,31
44;Misses;Germany;93;4330,21;2638,44;4,43;206,20
;Mister;Germany;93;6023,91;3509,93;4,23;273,81
51;Mister;;93;6626,08;2897,68;2,58;184,06
51;Misses;Germany;93;5256,71;3633,48;7,75;438,06
41;Misses;Austria;93;5670,15;3806,32;2,66;162,00
23;Misses;Germany;93;2648,15;989,99;4,04;115,14
49;Misses;Germany;92;8530,55;5352,02;2,88;266,58
45;Misses;Germany;92;3072,38;2028,09;5,11;170,69
29;Misses;Germany;92;8313,06;5606,35;4,18;377,87
33;Misses;Germany;92;4047,29;2027,77;3,07;134,91
38;Misses;Austria;92;2810,20;1869,80;9,20;281,02
45;Misses;Austria;92;5032,36;1886,64;3,17;173,53
;Misses;Germany;92;5767,08;2160,63;2,04;128,16
32;Misses;Germany;92;4289,52;1908,18;7,08;329,96
;Misses;Germany;92;8278,28;6391,93;2,24;201,91
52;Mister;;92;8543,95;2844,95;2,71;251,29
53;Misses;Austria;92;6005,60;2985,18;2,71;176,64
60;Mister;Poland;92;1924,01;157,26;5,75;120,25
;Misses;Germany;92;4176,15;1497,60;2,79;126,55
40;Mister;Austria;92;4738,38;1588,87;3,83;197,43
;Misses;Germany;92;5944,30;2468,43;2,14;138,24
;Misses;Germany;92;6948,98;3975,89;2,30;173,72
31;Misses;Germany;92;6993,42;4327,04;4,00;304,06
;Misses;Germany;92;6803,37;4006,14;2,14;158,22
;Misses;Germany;92;7560,59;4418,61;2,30;189,01
33;Mister;Austria;92;3698,45;328,43;4,18;168,11
;Misses;Germany;92;12344,60;9145,84;4,00;536,72
60;Misses;Germany;92;4132,07;1477,65;8,36;375,64
;Misses;Germany;92;6470,06;2545,04;2,14;150,47
;Misses;Germany;92;7699,82;2828,53;1,92;160,41
47;Misses;Germany;92;4540,36;2105,07;6,57;324,31
;Misses;Germany;92;9235,53;5091,13;2,04;205,23
56;Misses;Germany;92;5023,48;2777,09;3,17;173,22
34;Misses;Austria;92;3876,70;1763,74;3,83;161,53
;Misses;Germany;92;7070,12;2512,19;2,30;176,75
;Misses;Poland;92;4635,53;1186,37;2,09;105,35
;Misses;Germany;92;4818,58;2061,65;2,56;133,85
;Misses;Germany;92;5359,33;2884,91;3,41;198,49
;Misses;Germany;92;7462,94;3911,44;2,09;169,61
43;Misses;Germany;92;8140,56;4152,53;5,41;478,86
32;Misses;Austria;92;5721,87;2581,68;2,63;163,48
;Misses;Germany;92;7576,68;3146,29;3,68;303,07
33;Misses;Germany;92;3937,48;3336,65;2,24;96,04
50;Misses;Germany;92;4735,55;3329,50;1,59;81,65
54;Misses;Germany;91;4674,06;1354,09;5,06;259,67
32;Misses;Germany;91;5100,69;3436,77;3,96;221,77
58;Misses;Germany;91;3186,09;1367,76;13,00;455,16
;Misses;Germany;91;6005,56;2168,20;1,72;113,31
50;Misses;Germany;91;5878,89;3250,26;2,84;183,72
71;Misses;Germany;91;9968,30;6724,09;3,03;332,28
;Misses;Germany;91;6999,63;2582,68;2,17;166,66
;Misses;Germany;91;6351,44;3510,16;3,03;211,71
;Misses;Germany;91;6959,46;3759,54;2,39;183,14
48;Misses;Poland;91;8075,18;5709,54;5,06;448,62
;Mister;Germany;91;5139,21;3509,72;2,46;138,90
;Misses;Austria;91;5237,35;1192,39;1,94;111,43
52;Misses;Germany;91;5961,81;3642,38;2,46;161,13
40;Misses;Austria;91;4557,89;2550,75;3,37;168,81
58;Misses;Germany;91;4842,90;1710,95;2,12;112,63
42;Mister;;91;5145,78;2133,77;1,65;93,56
;Misses;Germany;91;5538,84;1712,73;3,64;221,55
;Misses;Austria;91;4809,08;1633,25;2,46;129,98
49;Misses;Germany;91;8672,01;6224,95;3,96;377,04
31;Misses;Austria;91;10716,06;7069,55;2,33;274,77
;Misses;Poland;91;4518,43;965,10;2,76;136,92
27;Misses;Germany;91;4643,23;2683,67;4,55;232,16
41;Misses;Germany;91;3307,44;2373,63;7,58;275,62
;Misses;Germany;91;7475,59;5159,55;2,53;207,66
42;Misses;Germany;91;6671,75;4137,32;4,33;317,70
47;Misses;Germany;91;2121,21;1565,24;1,38;32,14
;Misses;Germany;91;5617,03;2027,16;1,98;122,11
;Misses;Germany;91;7243,26;5113,56;1,82;144,87
;Misses;Germany;91;6860,55;2793,78;2,28;171,51
47;Misses;Germany;91;3623,89;2684,97;6,07;241,59
42;Misses;Austria;91;4988,36;2453,32;2,94;160,91
;Misses;Germany;91;6229,79;2838,81;2,22;151,95
35;Misses;Austria;91;5197,13;2345,29;3,25;185,61
25;Misses;Austria;91;4579,57;1902,96;3,64;183,18
;Misses;Germany;91;5349,23;2260,70;2,12;124,40
32;Misses;Austria;91;3957,14;1438,16;3,50;152,20
;Misses;Germany;91;6505,12;2258,25;2,60;185,86
;Misses;Germany;91;6416,99;3445,21;2,02;142,60
28;Misses;Austria;91;4383,95;2235,06;3,14;151,17
32;Mister;Austria;91;5977,44;3053,42;2,39;157,30
;Misses;Germany;91;5898,76;3205,64;2,94;190,28
42;Mister;Austria;91;6672,45;2435,04;3,03;222,42
;Misses;Germany;91;6550,29;3476,98;2,22;159,76
55;Misses;Germany;91;6834,09;5563,35;7,00;525,70
;Misses;Germany;91;6766,37;3323,51;2,46;182,87
;Misses;Germany;91;6200,06;3510,11;2,12;144,19
28;Misses;Austria;91;4007,19;1947,61;4,79;210,90
32;Misses;Germany;91;3645,09;2667,33;9,10;364,51
54;Misses;Germany;91;4800,18;3313,84;3,37;177,78
44;Misses;Germany;91;6501,21;4616,77;4,55;325,06
30;Misses;Germany;91;4504,91;3468,16;3,25;160,89
;Misses;Germany;91;5182,25;2939,09;3,96;225,32
;Misses;Germany;91;5775,01;2403,49;1,82;115,50
;Misses;Germany;91;5036,59;2322,52;2,07;114,47
40;Misses;Germany;91;5377,75;3704,69;2,46;145,34
;Misses;Germany;91;4685,61;2189,67;2,28;117,14
;Misses;Germany;90;5217,93;2068,77;3,10;179,93
38;Misses;Austria;90;4852,50;1923,45;2,90;156,53
;Misses;Germany;90;5032,14;1178,83;2,09;117,03
52;Mister;Germany;90;5664,10;2095,78;5,00;314,67
;Misses;Germany;90;7847,32;4461,64;2,20;191,40
40;Misses;Germany;90;4181,05;2687,17;4,09;190,05
21;Misses;;90;6272,28;3936,55;2,05;142,55
34;Misses;Germany;90;4316,10;3495,35;10,00;479,57
;Misses;Poland;90;4868,06;2196,86;3,60;194,72
50;Misses;Austria;90;5532,00;2839,52;2,14;131,71
38;Misses;Germany;90;4410,26;2462,17;3,75;183,76
;Misses;Germany;90;6145,37;2891,77;2,37;161,72
;Misses;Germany;90;4772,00;2088,80;2,73;144,61
;Misses;Germany;90;4765,59;2976,87;2,73;144,41
;Misses;Germany;90;5848,88;3054,77;2,00;129,98
28;Misses;Germany;90;1471,39;877,43;7,50;122,62
73;Misses;Germany;90;3389,51;1170,71;6,00;225,97
;Misses;Germany;90;7323,61;3732,19;1,84;149,46
;Misses;Germany;90;6016,33;3292,26;3,21;214,87
47;Misses;Germany;90;6397,60;1983,86;1,07;76,16
;Misses;Germany;90;9090,38;4224,12;2,00;202,01
;Misses;Germany;90;6003,11;2613,49;2,65;176,56
30;Misses;Germany;90;4474,10;3441,31;7,50;372,84
48;Misses;Germany;90;4871,95;3013,24;4,50;243,60
55;Misses;Austria;90;5541,59;2218,92;2,73;167,93
48;Misses;Austria;90;4687,59;1723,24;3,46;180,29
;Misses;Germany;90;8319,95;3901,83;1,76;163,14
36;Misses;Austria;90;6634,39;4157,88;2,57;189,55
38;Misses;Austria;90;4501,93;1917,85;3,46;173,15
29;Mister;Austria;90;3822,17;1115,38;2,90;123,30
;Misses;Germany;90;7097,84;2958,70;1,88;147,87
;Misses;Germany;90;4412,20;460,84;2,31;113,13
62;Misses;Germany;90;8657,84;7177,03;6,00;577,19
56;Misses;Germany;90;7580,60;3416,15;2,90;244,54
;Misses;Germany;90;6321,55;2047,96;2,14;150,51
44;Misses;Austria;90;4396,56;2340,54;2,65;129,31
;Misses;Germany;90;6189,82;4008,00;2,43;167,29
;Misses;Germany;90;6403,18;3748,06;2,31;164,18
35;Misses;Germany;90;5784,83;3480,28;5,63;361,55
45;Misses;Germany;90;6466,39;4620,50;2,81;202,07
45;Misses;Germany;90;4344,63;838,46;4,29;206,89
56;Misses;Germany;90;6961,56;4063,52;3,75;290,07
28;Misses;Austria;90;5469,78;2706,16;4,09;248,63
56;Misses;Germany;90;7865,12;5009,64;4,50;393,26
;Misses;Germany;90;4536,80;1653,71;3,46;174,49
44;Misses;Austria;90;6675,66;2106,09;2,25;166,89
;Misses;Germany;90;7736,62;2533,48;2,73;234,44
53;Misses;Germany;90;6194,83;1903,18;3,00;206,49
38;Misses;Germany;90;5597,60;2745,56;12,86;799,66
37;Misses;Germany;90;11668,44;6762,15;6,43;833,46
53;Misses;Germany;90;6648,41;4175,78;3,46;255,71
;Misses;Poland;90;4370,83;1347,81;1,88;91,06
54;Mister;;90;6134,99;1868,03;1,55;105,78
;Misses;Germany;90;5255,37;2755,79;3,00;175,18
55;Misses;Germany;90;3146,50;2295,82;6,92;242,04
39;Misses;Germany;90;4362,74;3522,29;2,31;111,87
46;Misses;Germany;90;3848,93;2735,14;5,00;213,83
;Misses;Germany;89;4565,46;2248,79;4,05;207,52
47;Misses;Germany;89;5566,29;3360,54;3,56;222,65
;Misses;Germany;89;4145,94;2135,83;4,45;207,30
;Misses;Germany;89;4955,38;1559,76;1,62;90,10
;Misses;Poland;89;5784,81;1808,06;1,78;115,70
52;Misses;Germany;89;6028,23;4397,28;5,24;354,60
;Misses;Germany;89;4971,56;2773,51;2,62;146,22
25;Mister;;89;5550,76;1460,43;2,23;138,77
;Mister;Germany;89;4537,51;2641,15;6,85;349,04
32;Misses;Austria;89;6477,62;2768,69;2,54;185,07
;Misses;Germany;89;8752,03;6904,84;1,98;194,49
36;Misses;Germany;89;8182,43;7187,46;3,42;314,71
53;Misses;Germany;89;6357,01;3484,14;2,87;205,06
58;Misses;Germany;89;5723,61;3675,53;2,97;190,79
32;Misses;Germany;89;4371,36;2830,83;5,56;273,21
;Misses;Poland;89;4274,57;639,85;1,78;85,49
;Misses;Germany;89;4901,64;1423,03;2,34;128,99
;Misses;Germany;89;5880,75;3043,34;2,62;172,96
53;Misses;Germany;89;5328,45;2442,95;3,71;222,02
;Misses;Germany;89;6018,57;3103,56;2,07;139,97
55;Misses;Germany;89;4240,92;1076,83;3,42;163,11
;Misses;Germany;89;3990,99;1757,53;2,41;107,86
36;Misses;Germany;89;2706,31;1390,85;17,80;541,26
;Mister;Germany;89;3416,95;1053,32;3,56;136,68
48;Mister;Germany;89;4852,41;1208,09;5,93;323,49
51;Misses;Germany;89;3945,61;2109,89;3,42;151,75
33;Misses;Austria;89;4582,18;2938,38;4,05;208,28
50;Misses;Germany;89;7261,10;4598,98;3,18;259,33
41;Misses;Germany;89;4533,11;2173,55;6,85;348,70
;Misses;Germany;89;9157,84;4897,76;1,89;194,85
48;Misses;;89;6697,95;2806,85;2,23;167,45
40;Misses;Germany;89;5373,63;3332,51;3,56;214,95
33;Misses;Germany;89;13214,46;7077,75;2,47;367,07
23;Misses;;89;5453,23;2094,88;1,75;106,93
57;Misses;Germany;89;9325,11;3317,60;6,36;666,08
;Misses;Germany;89;4368,50;2659,48;3,42;168,02
;Misses;Germany;89;5350,10;1766,72;2,12;127,38
51;Misses;Germany;89;4266,98;2199,84;1,93;92,76
;Misses;Germany;89;5270,11;1400,82;2,02;119,78
57;Misses;Austria;89;7234,32;4147,20;2,02;164,42
49;Misses;Germany;89;7915,21;6277,89;5,93;527,68
28;Misses;Germany;89;5947,56;5114,14;3,18;212,41
39;Mister;Austria;89;5865,28;1755,47;2,12;139,65
53;Misses;Germany;89;2320,87;1508,92;3,07;80,03
55;Misses;Germany;89;5315,42;2498,31;3,30;196,87
;Misses;Germany;88;5026,10;1461,29;2,26;128,87
35;Misses;Germany;88;3762,46;2395,71;4,00;171,02
;Misses;Germany;88;5486,11;2784,41;2,10;130,62
;Misses;Germany;88;5584,60;3328,55;3,03;192,57
;Misses;Germany;88;7781,23;4697,55;1,73;152,57
32;Mister;Germany;88;837,76;461,33;11,00;104,72
34;Misses;Germany;88;7285,96;5064,00;3,83;316,78
41;Misses;Austria;88;2389,22;1247,86;2,84;77,07
;Misses;Germany;88;5234,33;1967,46;1,96;116,32
43;Misses;Germany;88;4801,52;4237,81;3,38;184,67
57;Misses;Germany;88;6173,47;3872,62;2,44;171,49
35;Misses;Austria;88;4640,81;1479,98;1,80;94,71
60;Misses;Germany;88;7346,52;3472,63;3,52;293,86
;Misses;Germany;88;6969,83;3844,68;1,83;145,20
37;Misses;Austria;88;4838,79;2502,61;3,14;172,81
29;Misses;Germany;88;4471,11;2058,15;3,38;171,97
49;Misses;Germany;88;3226,51;876,10;1,87;68,65
41;Misses;Germany;88;7005,11;4859,43;3,83;304,57
53;Misses;Germany;88;4941,59;3049,50;2,75;154,42
34;Misses;Austria;88;4657,04;2693,26;3,67;194,04
52;Misses;Germany;88;6604,18;2735,68;4,89;366,90
29;Misses;Germany;88;5485,29;4039,60;3,83;238,49
;Misses;Germany;88;5050,12;2509,62;2,05;117,44
55;Mister;Poland;88;10755,78;3441,28;1,49;182,30
45;Misses;Germany;88;6434,99;4017,16;2,93;214,50
25;Misses;Germany;88;3520,25;2798,08;5,50;220,02
54;Mister;Germany;88;4727,96;2210,34;3,67;197,00
;Misses;Germany;88;5843,95;3314,52;3,52;233,76
42;Misses;Austria;88;3807,58;1594,70;3,52;152,30
;Misses;Germany;88;7678,81;3742,67;1,73;150,56
32;Misses;Germany;88;4003,40;2460,95;3,83;174,06
;Misses;Germany;88;4206,31;1940,96;2,51;120,18
58;Misses;Austria;88;5892,94;3198,14;2,59;173,32
50;Misses;Austria;88;2884,98;872,41;3,03;99,48
41;Misses;Austria;88;4772,63;1319,22;4,19;227,27
52;Misses;Germany;88;4861,17;2517,09;2,93;162,04
28;Mister;Germany;88;5965,11;3796,95;5,87;397,67
36;Misses;Germany;88;5017,81;4259,05;9,78;557,53
35;Mister;Austria;88;5197,75;2469,01;3,38;199,91
31;Misses;Germany;88;3369,12;3160,20;9,78;374,35
46;Misses;Germany;88;3482,12;2152,89;5,50;217,63
27;Misses;Austria;88;5421,70;3231,59;2,84;174,89
41;Mister;Germany;88;7578,32;557,95;12,57;1082,62
42;Misses;Austria;88;5897,68;3017,76;4,40;294,88
;Misses;Germany;87;5499,22;1480,75;1,85;117,00
55;Misses;Germany;87;7584,12;3666,63;2,18;189,60
;Mister;Germany;87;5319,61;1529,62;4,83;295,53
55;Misses;Austria;87;6362,32;3418,87;3,78;276,62
69;Misses;Germany;87;7602,67;4521,52;5,12;447,22
49;Misses;Germany;87;5934,62;2662,47;3,95;269,76
;Misses;Poland;87;4138,76;1887,76;1,67;79,59
44;Misses;Germany;87;3505,72;2300,95;4,35;175,29
;Misses;Austria;87;5152,61;1320,26;1,85;109,63
;Misses;Poland;87;5220,08;2077,81;1,89;113,48
36;Misses;Austria;87;4668,13;1718,65;2,72;145,88
53;Misses;Germany;87;3729,71;1867,45;3,00;128,61
;Misses;Germany;87;7070,98;3222,20;1,78;144,31
47;Misses;Austria;87;4322,34;1355,84;2,56;127,13
;Misses;Germany;87;5593,69;2475,24;2,64;169,51
30;Mister;Austria;87;4514,31;2050,73;3,35;173,63
33;Misses;Austria;87;4264,45;1099,08;3,48;170,58
40;Misses;Germany;87;6755,42;5405,19;3,63;281,48
40;Misses;Germany;87;5138,42;3290,12;8,70;513,84
43;Mister;Germany;87;2463,33;1522,82;29,00;821,11
56;Misses;Germany;87;6352,13;3329,52;2,81;204,91
48;Misses;Austria;87;6754,99;3567,49;2,35;182,57
63;Misses;Austria;87;5630,73;3735,10;3,11;201,10
;Misses;Germany;87;6862,11;2458,70;2,23;175,95
;Misses;Poland;87;6325,08;2597,46;29,00;2108,36
;Misses;Germany;87;6404,36;3729,33;2,18;160,11
51;Misses;Austria;87;7409,11;1769,80;2,35;200,25
;Misses;Germany;87;6858,86;3340,16;1,89;149,11
53;Misses;Netherlands;87;2534,71;1675,27;2,72;79,21
;Misses;Germany;87;6480,82;4135,49;2,23;166,17
56;Misses;Germany;87;7162,32;4197,68;3,63;298,43
47;Misses;Austria;87;5687,87;3067,61;3,95;258,54
25;Mister;;87;4044,70;1493,20;1,93;89,88
44;Mister;Germany;87;2896,13;1290,59;21,75;724,03
51;Misses;Austria;87;5516,76;1885,99;1,89;119,93
;Misses;Germany;87;4749,62;2192,99;2,35;128,37
64;Misses;Austria;87;4929,79;1966,17;5,12;289,99
48;Misses;Austria;87;3413,11;1809,70;3,78;148,40
39;Mister;Germany;87;6373,44;3459,02;3,48;254,94
;Misses;Germany;87;5727,82;2393,10;2,29;150,73
;Misses;Germany;87;6757,92;4474,49;2,35;182,65
;Misses;Germany;87;4880,48;2251,68;1,89;106,10
46;Misses;Austria;87;5305,70;1784,41;2,29;139,62
45;Misses;Poland;87;2017,81;602,94;8,70;201,78
28;Misses;Germany;87;6149,51;4356,81;3,78;267,37
;Misses;Germany;87;7170,74;4352,68;2,12;174,90
47;Mister;Austria;87;4746,23;1266,08;17,40;949,25
52;Mister;Austria;87;5181,16;1914,70;4,83;287,84
;Misses;Germany;87;2666,13;1972,39;4,58;140,32
;Misses;Germany;87;5108,91;3616,68;2,81;164,80
40;Misses;Germany;87;4776,38;2544,31;5,80;318,43
25;Misses;Austria;87;7293,09;3982,57;2,18;182,33
;Misses;Germany;87;3732,52;1410,90;3,95;169,66
;;Germany;87;8121,37;5845,30;3,35;312,36
;Misses;Germany;87;5968,84;2070,27;1,67;114,79
;Misses;Germany;87;6580,72;3622,03;2,72;205,65
;Misses;Germany;87;4699,11;1290,33;2,07;111,88
53;Misses;Germany;87;3266,06;1178,00;2,42;90,72
56;Misses;Germany;87;3447,01;1822,91;6,69;265,15
26;Misses;Austria;86;6550,27;3234,68;1,95;148,87
42;Misses;Austria;86;3471,52;705,90;2,97;119,71
;Misses;Germany;86;5139,44;3632,92;2,77;165,79
64;Misses;Germany;86;4112,74;3125,65;6,14;293,77
;Misses;Germany;86;7717,64;4474,55;2,32;208,58
35;Misses;Austria;86;3517,09;1857,88;2,39;97,70
29;Misses;Germany;86;5740,31;5056,92;4,78;318,91
;Misses;Germany;86;7157,31;3835,22;2,87;238,58
;Misses;Germany;86;4299,94;2094,20;2,61;130,30
51;Misses;Germany;86;5329,44;4490,04;3,31;204,98
53;Mister;;86;5344,13;2134,20;2,26;140,64
22;Misses;;86;5541,36;1894,66;1,59;102,62
;Misses;Germany;86;4679,53;1150,47;1,69;91,76
;Misses;Germany;86;5653,12;3065,67;1,72;113,06
;Misses;Germany;86;5947,41;3581,29;2,21;152,50
;Misses;Germany;86;4889,04;1785,23;2,32;132,14
43;Misses;Austria;86;5895,64;3484,65;2,77;190,18
40;Misses;Germany;86;4259,33;2933,92;2,00;99,05
31;Mister;;86;5656,49;2482,16;1,56;102,85
25;Misses;Austria;86;7262,94;3663,42;1,83;154,53
27;Misses;Germany;86;6663,64;3559,51;7,17;555,30
;Misses;Germany;86;5197,67;1985,71;1,59;96,25
;Misses;Germany;86;5533,38;3227,08;1,95;125,76
59;Misses;Austria;86;1786,45;984,58;10,75;223,31
34;Misses;Germany;86;5506,64;4583,80;17,20;1101,33
54;Misses;Germany;86;5239,92;2652,86;2,77;169,03
52;Misses;Germany;86;4781,40;3461,02;3,31;183,90
;Misses;Germany;86;5487,83;3367,53;2,53;161,41
;Mister;Germany;86;4548,26;284,94;8,60;454,83
;Misses;Germany;86;6292,53;3700,46;2,26;165,59
33;Mister;Austria;86;2579,94;591,60;6,14;184,28
25;Misses;Germany;86;2233,14;1026,62;9,56;248,13
59;Misses;Austria;86;5945,11;2741,52;1,54;106,16
;Mister;Germany;86;4939,04;1734,25;4,10;235,19
30;Misses;Austria;86;6571,70;4112,31;2,32;177,61
48;Misses;Germany;86;8462,72;6553,42;3,07;302,24
35;Misses;Germany;86;4451,33;3060,53;5,06;261,84
38;Misses;Austria;86;3955,16;2199,05;3,19;146,49
52;Misses;Austria;86;4424,12;1132,87;2,39;122,89
37;Misses;Poland;86;10776,23;241,59;3,07;384,87
;Mister;Germany;86;3762,19;2300,09;6,62;289,40
52;Misses;Germany;86;2332,64;1273,95;4,10;111,08
;Misses;Germany;86;4160,14;2355,13;3,74;180,88
;Misses;Germany;86;5061,94;2741,88;3,07;180,78
27;Misses;Austria;86;4193,34;1661,74;2,69;131,04
23;Mister;;86;3528,02;781,08;1,65;67,85
;Misses;Germany;86;6807,62;3649,72;3,58;283,65
24;Misses;Austria;86;3958,96;1721,27;3,44;158,36
31;Misses;Germany;86;3682,59;3102,40;7,17;306,88
36;Misses;Germany;86;3418,94;2331,12;10,75;427,37
49;Misses;Germany;85;3866,42;2935,88;2,93;133,32
39;Misses;Austria;85;7101,41;3692,51;3,04;253,62
55;Misses;Germany;85;7351,75;3959,59;2,24;193,47
;Misses;Germany;85;4815,94;1682,75;2,13;120,40
53;Misses;Austria;85;5152,79;1739,85;2,24;135,60
48;Misses;Germany;85;4944,14;3233,78;3,54;206,01
62;Misses;Austria;85;3575,24;1732,54;3,54;148,97
55;Misses;Austria;85;5731,80;1902,27;2,30;154,91
64;Misses;Germany;85;19062,78;16641,75;1,23;276,27
;Misses;Germany;85;7702,12;4353,66;1,85;167,44
47;Misses;Germany;85;5181,71;3284,15;2,66;161,93
;Misses;Germany;85;5079,29;2372,03;2,24;133,67
44;Misses;;85;9513,14;4893,55;2,58;288,28
;Misses;Austria;85;4719,34;1514,78;2,50;138,80
38;Misses;Austria;85;4377,19;2118,23;2,74;141,20
21;Mister;;85;3705,01;623,10;1,63;71,25
;Misses;Germany;85;6513,25;3287,23;2,93;224,59
41;Misses;Germany;85;2523,33;1283,68;6,54;194,10
;Misses;Germany;85;5678,75;1483,74;2,43;162,25
;Misses;Poland;85;4308,49;1268,22;2,18;110,47
60;Misses;Germany;85;4985,24;2973,55;3,86;226,60
35;Misses;Germany;85;3039,94;1155,75;4,47;160,00
57;Misses;Austria;85;4191,65;779,30;2,13;104,79
65;Misses;Germany;85;3691,94;2534,11;3,54;153,83
28;Misses;Germany;85;4789,89;2907,99;7,08;399,16
;Misses;Germany;85;5237,74;3320,76;2,58;158,72
;Misses;Germany;85;3945,23;2056,58;1,98;91,75
;Misses;Germany;85;7432,13;4838,44;2,58;225,22
;Misses;Germany;85;5523,01;2200,70;1,93;125,52
34;Mister;Germany;85;10393,15;1469,96;10,63;1299,14
43;Misses;Germany;85;3587,84;1570,62;4,05;170,85
42;Misses;Germany;85;5327,63;3067,59;2,13;133,19
26;Mister;Austria;85;4182,64;220,47;4,25;209,13
48;Misses;Germany;85;8919,33;6464,53;3,70;387,80
;Misses;Germany;85;6569,13;2728,73;1,73;134,06
;Misses;Germany;85;5245,49;1689,29;2,50;154,28
27;Mister;Austria;85;3817,94;868,85;3,27;146,84
;Misses;Germany;85;6784,89;3171,92;1,98;157,79
49;Mister;Austria;85;6075,57;3329,69;2,02;144,66
;Misses;Germany;85;5378,83;2729,05;2,43;153,68
37;Misses;Germany;84;3779,95;2442,75;6,46;290,77
54;Misses;Germany;84;5907,49;3551,67;2,80;196,92
;Mister;Germany;84;5160,16;1394,49;1,91;117,28
;Misses;Germany;84;4345,35;2776,61;2,55;131,68
;Misses;Germany;84;6849,76;3651,16;1,95;159,30
;Misses;Germany;84;5394,16;2226,19;4,00;256,86
;Misses;Germany;84;6052,16;3410,08;1,71;123,51
31;Mister;Germany;84;2853,36;2169,76;42,00;1426,68
;Misses;Germany;84;3890,56;1896,10;4,67;216,14
;Misses;Germany;84;5204,45;3082,03;2,63;162,64
35;Misses;Germany;84;2699,90;1164,06;7,64;245,45
;Misses;Germany;84;5159,16;2321,39;2,05;125,83
;Misses;Germany;84;5303,80;1709,71;1,91;120,54
40;Misses;Austria;84;6389,69;3719,47;3,11;236,66
;Misses;Germany;84;8484,62;5082,51;2,05;206,94
29;Mister;Austria;84;6384,68;4284,86;2,55;193,48
27;Mister;;84;5624,94;2392,14;2,40;160,71
61;Misses;Germany;84;11179,93;1991,12;1,29;172,00
26;Misses;Austria;84;6525,56;3730,03;2,55;197,74
;Misses;Germany;84;7452,95;3409,05;2,05;181,78
;Misses;Germany;84;7326,24;4521,12;2,21;192,80
;Misses;Netherlands;84;2091,55;904,52;3,50;87,15
42;Mister;Germany;84;4444,31;3116,73;7,64;404,03
;Misses;Germany;84;5966,05;3810,61;2,33;165,72
;Misses;Germany;84;6018,15;3167,21;1,91;136,78
30;Misses;Germany;84;5966,56;4596,47;4,20;298,33
;Misses;Poland;84;4853,44;657,77;3,36;194,14
56;Misses;Poland;84;3571,57;1696,84;4,67;198,42
48;Misses;Germany;84;6064,05;4020,92;8,40;606,41
53;Misses;Germany;84;2780,25;1688,41;3,36;111,21
;Misses;Germany;84;6198,14;2794,07;2,71;199,94
;Misses;Germany;84;5870,97;2065,80;1,87;130,47
;Misses;Germany;84;4606,95;1325,11;2,40;131,63
;Misses;Germany;84;4340,25;2142,78;2,10;108,51
;Misses;Germany;84;5665,56;2038,40;1,75;118,03
;Misses;Germany;84;4851,75;2967,73;2,27;131,13
