age,title,country,order_q,order_v,return_v,avg_order_q,avg_order_v
,female,germany,91,65.56,2168.2,1.72,113.31
71,female,germany,91,9968.3,6724.9,3.33,332.28
,female,germany,91,6999.63,2582.68,2.17,166.66
,female,germany,91,6351.44,351.16,3.33,211.71
,female,germany,91,6959.46,3759.54,2.39,183.14
48,female,poland,91,875.18,579.54,5.56,448.63
,male,germany,91,5139.21,359.72,2.46,138.9
,female,austria,91,5237.35,1192.39,1.94,111.43
52,female,germany,91,5961.81,3642.38,2.46,161.13
58,female,germany,91,4842.9,171.95,2.12,112.63
42,male,,91,5145.78,2133.77,1.65,93.56
,female,germany,91,5538.84,1712.73,3.64,221.55
,female,austria,91,489.8,1633.25,2.46,129.98
49,female,germany,91,8672.1,6224.95,3.96,377.44
31,female,austria,91,1716.6,769.55,2.33,274.78
,female,poland,91,4518.43,965.98,2.76,136.92
27,female,germany,91,4643.23,2683.67,4.55,232.16
41,female,germany,91,337.44,2373.63,7.58,275.62
,female,germany,91,7475.59,5159.55,2.53,27.66
42,female,germany,91,6671.75,4137.32,4.33,317.72
47,female,germany,91,2121.21,1565.24,1.38,32.14
,female,germany,91,5617.3,227.16,1.98,122.19
,female,germany,91,7243.26,5113.56,1.82,144.87
,female,germany,91,686.55,2793.78,2.28,171.51
47,female,germany,91,3623.89,2684.97,6.67,241.59
42,female,austria,91,4988.36,2453.32,2.94,16.91
,female,germany,91,6229.79,2838.81,2.22,151.95
35,female,austria,91,5197.13,2345.29,3.25,185.61
25,female,austria,91,4579.57,192.96,3.64,183.18
,female,germany,91,5349.23,226.7,2.12,124.47
32,female,austria,91,3957.14,1438.16,3.5,152.2
,female,germany,91,655.12,2258.25,2.6,185.87
,female,germany,91,6416.99,3445.21,2.22,142.6
28,female,austria,91,4383.95,2235.6,3.14,151.18
32,male,austria,91,5977.44,353.42,2.39,157.32
,female,germany,91,5898.76,325.64,2.94,19.28
42,male,austria,91,6672.45,2435.4,3.33,222.42
,female,germany,91,655.29,3476.98,2.22,159.76
55,female,germany,91,6834.9,5563.35,7,525.7
,female,germany,91,6766.37,3323.51,2.46,182.87
,female,germany,91,62.6,351.11,2.12,144.19
28,female,austria,91,47.19,1947.61,4.79,21.95
32,female,germany,91,3645.9,2667.33,9.1,364.59
54,female,germany,91,48.18,3313.84,3.37,177.78
44,female,germany,91,651.21,4616.77,4.55,325.65
,female,germany,91,5182.25,2939.9,3.96,225.32
,female,germany,91,5775.1,243.49,1.82,115.52
,female,germany,91,536.59,2322.52,2.68,114.47
,female,germany,91,4685.61,2189.67,2.28,117.14
,female,germany,9,5217.93,268.77,3.13,179.93
38,female,austria,9,4852.5,1923.45,2.93,156.53
,female,germany,9,532.14,1178.83,2.93,117.27
52,male,germany,9,5664.1,295.78,5,314.67
,female,germany,9,7847.32,4461.64,2.2,191.4
21,female,,9,6272.28,3936.55,2.45,142.55
34,female,germany,9,4316.1,3495.35,1,479.57
,female,poland,9,4868.57,2196.86,3.6,194.72
38,female,germany,9,441.26,2462.17,3.75,183.77
,female,germany,9,6145.37,2891.77,2.37,161.72
,female,germany,9,4772,288.8,2.73,144.67
,female,germany,9,4765.59,2976.87,2.73,144.41
,female,germany,9,5848.88,354.77,2,129.98
28,female,germany,9,1471.39,877.43,7.5,122.62
73,female,germany,9,3389.51,117.71,6,225.97
,female,germany,9,7323.61,3732.19,1.84,149.46
,female,germany,9,616.33,3292.26,3.21,214.87
47,female,germany,9,6397.6,1983.86,1.71,76.16
,female,germany,9,99.38,4224.12,2,22.84
,female,germany,9,63.11,2613.49,2.65,176.56
48,female,germany,9,4871.95,313.24,4.5,243.6
55,female,austria,9,5541.59,2218.92,2.73,167.93
48,female,austria,9,4687.59,1723.24,3.46,18.29
,female,germany,9,8319.95,391.83,1.76,163.14
36,female,austria,9,6634.39,4157.88,2.57,189.55
38,female,austria,9,451.93,1917.85,3.46,173.15
29,male,austria,9,3822.17,1115.38,2.93,123.3
,female,germany,9,797.84,2958.7,1.88,147.87
,female,germany,9,4412.2,46.84,2.38,113.13
62,female,germany,9,8657.84,7177.3,6,577.19
56,female,germany,9,758.6,3416.15,2.93,244.54
,female,germany,9,6321.55,247.96,2.14,15.51
44,female,austria,9,4396.56,234.54,2.65,129.32
,female,germany,9,6189.82,48,2.43,167.29
,female,germany,9,643.18,3748.6,2.38,164.18
35,female,germany,9,5784.83,348.28,5.63,361.55
45,female,germany,9,6466.39,462.5,2.81,22.75
45,female,germany,9,4344.63,838.46,4.29,26.89
56,female,germany,9,6961.56,463.52,3.75,29.65
28,female,austria,9,5469.78,276.16,5,248.63
56,female,germany,9,7865.12,59.64,4.5,393.26
,female,germany,9,4536.8,1653.71,3.46,174.49
44,female,austria,9,6675.66,216.9,2.25,166.89
,female,germany,9,7736.62,2533.48,2.73,234.44
53,female,germany,9,6194.83,193.18,3,26.49
38,female,germany,9,5597.6,2745.56,12.86,799.66
37,female,germany,9,11668.44,6762.15,6.43,833.46
53,female,germany,9,6648.41,4175.78,3.46,255.79
,female,poland,9,437.83,1347.81,1.88,91.59
54,male,,9,6134.99,1868.3,1.55,15.78
,female,germany,9,5255.37,2755.79,3,175.18
55,female,germany,9,3146.5,2295.82,6.92,242.38
39,female,germany,9,4362.74,3522.29,2.38,111.87
46,female,germany,9,3848.93,2735.14,5,213.83
,female,germany,89,4565.46,2248.79,4.45,27.53
47,female,germany,89,5566.29,336.54,3.56,222.65
,female,germany,89,4145.94,2135.83,4.45,27.3
,female,germany,89,4955.38,1559.76,1.62,9.98
,female,poland,89,5784.9,188.6,1.78,115.7
52,female,germany,89,628.23,4397.28,5.24,354.62
,female,germany,89,4971.56,2773.51,2.62,146.22
25,male,,89,555.76,146.43,2.23,138.77
,male,germany,89,4537.51,2641.15,6.85,349.39
32,female,austria,89,6477.62,2768.69,2.54,185.75
,female,germany,89,8752.3,694.84,1.98,194.49
36,female,germany,89,8182.43,7187.46,3.42,314.79
53,female,germany,89,6357.1,3484.14,2.88,25.65
58,female,germany,89,5723.61,3675.53,2.97,19.79
32,female,germany,89,4371.36,283.83,5.56,273.21
,female,poland,89,4274.57,639.85,1.78,85.49
,female,germany,89,491.64,1423.3,2.34,129
,female,germany,89,588.75,343.34,2.62,172.96
53,female,germany,89,5328.45,2442.95,3.78,222.19
,female,germany,89,618.57,313.56,2.7,139.97
55,female,germany,89,424.92,176.83,3.42,163.11
,female,germany,89,399.99,1757.53,2.45,17.86
36,female,germany,89,276.31,139.85,17.8,541.26
,male,germany,89,3416.95,153.32,3.56,136.68
48,male,germany,89,4852.41,128.9,5.93,323.49
51,female,germany,89,3945.61,219.89,3.42,151.75
33,female,austria,89,4582.18,2938.38,4.45,28.29
41,female,germany,89,4533.11,2173.55,6.85,348.78
,female,germany,89,9157.84,4897.76,1.89,194.85
48,female,,89,6697.95,286.85,2.23,167.45
33,female,germany,89,13214.46,777.75,2.47,367.68
23,female,,89,5453.23,294.88,1.75,16.93
57,female,germany,89,9325.11,3317.6,6.36,666.79
,female,germany,89,4368.5,2659.48,3.42,168.19
,female,germany,89,535.1,1766.72,2.12,127.38
51,female,germany,89,4266.98,2199.84,1.93,92.76
,female,germany,89,527.11,14.82,2.23,119.78
57,female,austria,89,7234.32,4147.2,2.23,164.42
49,female,germany,89,7915.21,6277.89,5.93,527.69
28,female,germany,89,5947.56,5114.14,3.18,212.41
39,male,austria,89,5865.28,1755.47,2.12,139.65
53,female,germany,89,232.87,158.92,3.69,8.3
55,female,germany,89,5315.42,2498.31,3.3,196.87
,female,germany,88,526.1,1461.29,2.26,128.87
35,female,germany,88,3762.46,2395.71,4,171.3
,female,germany,88,5486.11,2784.41,2.95,13.62
,female,germany,88,5584.6,3328.55,3.34,192.57
,female,germany,88,7781.23,4697.55,1.73,152.57
32,male,germany,88,837.76,461.33,11,14.72
34,female,germany,88,7285.96,564,3.83,316.79
41,female,austria,88,2389.22,1247.86,2.84,77.72
,female,germany,88,5234.33,1967.46,1.96,116.32
43,female,germany,88,481.52,4237.81,3.38,184.67
57,female,germany,88,6173.47,3872.62,2.44,171.49
35,female,austria,88,464.81,1479.98,1.8,94.71
,female,germany,88,6969.83,3844.68,1.83,145.25
37,female,austria,88,4838.79,252.61,3.14,172.81
29,female,germany,88,4471.11,258.15,3.38,171.97
49,female,germany,88,3226.51,876.1,1.87,68.65
41,female,germany,88,75.11,4859.43,3.83,34.57
53,female,germany,88,4941.59,349.5,2.75,154.42
34,female,austria,88,4657.4,2693.26,3.67,194.43
52,female,germany,88,664.18,2735.68,4.89,366.9
29,female,germany,88,5485.29,439.6,3.83,238.5
,female,germany,88,55.12,259.62,2.47,117.44
55,male,poland,88,1755.78,3441.28,1.49,182.31
45,female,germany,88,6434.99,417.16,2.93,214.5
25,female,germany,88,352.25,2798.8,5.5,22.16
54,male,germany,88,4727.96,221.34,3.67,197
,female,germany,88,5843.95,3314.52,3.52,233.76
42,female,austria,88,387.58,1594.7,3.52,152.33
,female,germany,88,7678.81,3742.67,1.73,15.56
32,female,germany,88,43.4,246.95,3.83,174.69
,female,germany,88,426.31,194.96,2.51,12.18
58,female,austria,88,5892.94,3198.14,2.59,173.32
41,female,austria,88,4772.63,1319.22,4.19,227.27
52,female,germany,88,4861.17,2517.9,2.93,162.39
28,male,germany,88,5965.11,3796.95,5.87,397.67
36,female,germany,88,517.81,4259.5,9.78,557.53
35,male,austria,88,5197.75,2469.1,3.38,199.91
31,female,germany,88,3369.12,316.2,9.78,374.35
46,female,germany,88,3482.12,2152.89,5.5,217.63
27,female,austria,88,5421.7,3231.59,2.84,174.89
41,male,germany,88,7578.32,557.95,12.57,182.62
42,female,austria,88,5897.68,317.76,4.4,294.88
,female,germany,87,5499.22,148.75,1.85,117.47
55,female,germany,87,7584.12,3666.63,2.18,189.63
,male,germany,87,5319.61,1529.62,4.83,295.53
55,female,austria,87,6362.32,3418.87,3.78,276.62
69,female,germany,87,762.67,4521.52,5.12,447.22
49,female,germany,87,5934.62,2662.47,3.95,269.76
,female,poland,87,4138.76,1887.76,1.67,79.59
44,female,germany,87,355.72,23.95,4.35,175.29
,female,austria,87,5152.61,132.26,1.85,19.63
,female,poland,87,522.82,277.9,1.89,113.48
36,female,austria,87,4668.13,1718.65,2.72,145.88
53,female,germany,87,3729.71,1867.45,3,128.62
,female,germany,87,77.98,3222.2,1.78,144.36
47,female,austria,87,4322.34,1355.84,2.56,127.13
,female,germany,87,5593.69,2475.24,2.64,169.56
33,female,austria,87,4264.45,199.8,3.48,17.58
43,male,germany,87,2463.33,1522.82,29,821.11
56,female,germany,87,6352.13,3329.52,2.86,24.97
48,female,austria,87,6754.99,3567.49,2.35,182.57
63,female,austria,87,563.73,3735.1,3.17,21.98
,female,germany,87,6862.11,2458.7,2.24,175.95
,female,poland,87,6325.82,2597.46,29,218.37
,female,germany,87,644.36,3729.33,2.18,16.19
51,female,austria,87,749.11,1769.8,2.35,2.25
,female,germany,87,6858.86,334.16,1.89,149.16
53,female,netherlands,87,2534.71,1675.27,2.72,79.3
,female,germany,87,648.82,4135.49,2.24,166.17
56,female,germany,87,7162.32,4197.68,3.63,298.43
47,female,austria,87,5687.87,367.61,3.95,258.54
25,male,,87,444.72,1493.2,1.93,89.88
44,male,germany,87,2896.13,129.59,21.75,724.33
51,female,austria,87,5516.76,1885.99,1.89,119.93
,female,germany,87,4749.62,2192.99,2.35,128.37
64,female,austria,87,4929.79,1966.17,5.12,289.99
48,female,austria,87,3413.11,189.7,3.78,148.4
39,male,germany,87,6373.44,3459.2,3.48,254.94
,female,germany,87,5727.82,2393.1,2.29,15.73
,female,germany,87,6757.92,4474.49,2.35,182.65
,female,germany,87,488.48,2251.68,1.89,16.97
46,female,austria,87,535.7,1784.41,2.29,139.62
45,female,poland,87,217.9,62.94,8.7,21.79
28,female,germany,87,6149.51,4356.81,3.78,267.37
,female,germany,87,717.74,4352.68,2.12,174.9
47,male,austria,87,4746.23,1266.8,17.4,949.25
52,male,austria,87,5181.16,1914.7,4.83,287.84
,female,germany,87,2666.13,1972.39,4.58,14.32
,female,germany,87,518.91,3616.68,2.86,164.84
25,female,austria,87,7293.9,3982.57,2.18,182.33
,female,germany,87,3732.52,141.9,3.95,169.66
,,germany,87,8121.37,5845.3,3.35,312.36
,female,germany,87,5968.84,27.27,1.67,114.79
,female,germany,87,658.72,3622.3,2.72,25.65
,female,germany,87,4699.11,129.33,2.71,111.88
53,female,germany,87,3266.6,1178,2.42,9.72
56,female,germany,87,3447.1,1822.91,6.69,265.15
26,female,austria,86,655.27,3234.68,1.95,148.87
42,female,austria,86,3471.52,75.9,2.97,119.78
,female,germany,86,5139.44,3632.92,2.77,165.79
64,female,germany,86,4112.74,3125.65,6.14,293.77
,female,germany,86,7717.64,4474.55,2.32,28.58
35,female,austria,86,3517.9,1857.88,2.39,97.7
29,female,germany,86,574.31,556.92,4.78,318.96
,female,germany,86,7157.31,3835.22,2.87,238.58
,female,germany,86,4299.94,294.2,2.67,13.31
51,female,germany,86,5329.44,449.4,3.38,24.98
53,male,,86,5344.13,2134.2,2.26,14.64
22,female,,86,5541.36,1894.66,1.59,12.62
,female,germany,86,4679.53,115.47,1.69,91.76
,female,germany,86,5653.12,365.67,1.72,113.62
,female,germany,86,5947.41,3581.29,2.25,152.5
,female,germany,86,4889.4,1785.23,2.32,132.14
43,female,austria,86,5895.64,3484.65,2.77,19.18
31,male,,86,5656.5,2482.16,1.56,12.85
25,female,austria,86,7262.94,3663.42,1.83,154.54
27,female,germany,86,6663.64,3559.51,7.17,555.33
,female,germany,86,5197.67,1985.71,1.59,96.25
,female,germany,86,5533.38,3227.8,1.95,125.76
59,female,austria,86,1786.45,984.58,1.75,223.36
34,female,germany,86,556.64,4583.8,17.2,111.33
54,female,germany,86,5239.92,2652.86,2.77,169.3
52,female,germany,86,4781.4,3461.2,3.38,183.9
,female,germany,86,5487.83,3367.53,2.53,161.47
,male,germany,86,4548.26,284.94,8.6,454.83
,female,germany,86,6292.53,37.46,2.26,165.59
33,male,austria,86,2579.94,591.6,6.14,184.28
25,female,germany,86,2233.14,126.62,9.56,248.13
59,female,austria,86,5945.11,2741.52,1.54,16.16
,male,germany,86,4939.4,1734.25,4.95,235.19
48,female,germany,86,8462.72,6553.42,3.71,32.24
35,female,germany,86,4451.33,36.53,5.59,261.84
38,female,austria,86,3955.16,2199.5,3.19,146.49
52,female,austria,86,4424.12,1132.87,2.39,122.89
37,female,poland,86,1776.23,241.59,3.71,384.87
,male,germany,86,3762.19,23.9,6.62,289.4
52,female,germany,86,2332.64,1273.95,4.95,111.79
,female,germany,86,416.14,2355.13,3.74,18.88
,female,germany,86,561.94,2741.88,3.71,18.78
27,female,austria,86,4193.34,1661.74,2.69,131.42
23,male,,86,3528.23,781.85,1.65,67.85
,female,germany,86,687.62,3649.72,3.58,283.66
24,female,austria,86,3958.96,1721.27,3.44,158.36
31,female,germany,86,3682.59,312.4,7.17,36.88
36,female,germany,86,3418.94,2331.12,1.75,427.37
49,female,germany,85,3866.42,2935.88,2.93,133.32
39,female,austria,85,711.41,3692.51,3.36,253.62
55,female,germany,85,7351.75,3959.59,2.24,193.47
,female,germany,85,4815.94,1682.75,2.13,12.4
53,female,austria,85,5152.79,1739.85,2.24,135.6
48,female,germany,85,4944.14,3233.78,3.54,26.58
62,female,austria,85,3575.24,1732.54,3.54,148.97
55,female,austria,85,5731.8,192.27,2.3,154.91
64,female,germany,85,1962.78,16641.75,1.23,276.27
,female,germany,85,772.12,4353.66,1.85,167.44
47,female,germany,85,5181.71,3284.15,2.66,161.93
,female,germany,85,579.29,2372.3,2.24,133.67
44,female,,85,9513.14,4893.55,2.58,288.28
,female,austria,85,4719.34,1514.78,2.5,138.84
38,female,austria,85,4377.19,2118.23,2.74,141.2
21,male,,85,375.68,623.98,1.63,71.25
,female,germany,85,6513.25,3287.23,2.93,224.59
41,female,germany,85,2523.33,1283.68,6.54,194.12
,female,germany,85,5678.75,1483.74,2.43,162.25
,female,poland,85,438.49,1268.22,2.18,11.47
35,female,germany,85,339.94,1155.75,4.47,160
57,female,austria,85,4191.65,779.3,2.13,14.79
65,female,germany,85,3691.94,2534.11,3.54,153.84
28,female,germany,85,4789.89,297.99,7.83,399.16
,female,germany,85,5237.74,332.76,2.58,158.72
,female,germany,85,3945.23,256.58,1.98,91.75
,female,germany,85,7432.13,4838.44,2.58,225.22
,female,germany,85,5523.1,22.7,1.93,125.52
34,male,germany,85,1393.15,1469.96,1.63,1299.14
43,female,germany,85,3587.84,157.62,4.48,17.85
42,female,germany,85,5327.63,367.59,2.13,133.2
26,male,austria,85,4182.64,22.47,4.25,29.13
48,female,germany,85,8919.33,6464.53,3.7,387.8
,female,germany,85,6569.13,2728.73,1.73,134.64
,female,germany,85,5245.49,1689.29,2.5,154.28
27,male,austria,85,3817.94,868.85,3.27,146.84
,female,germany,85,6784.89,3171.92,1.98,157.79
49,male,austria,85,675.57,3329.69,2.24,144.66
,female,germany,85,5378.83,2729.5,2.43,153.69
37,female,germany,84,3779.95,2442.75,6.46,29.77
54,female,germany,84,597.49,3551.67,2.8,196.92
,male,germany,84,516.16,1394.49,2,117.28
,female,germany,84,4345.35,2776.61,2.55,131.68
,female,germany,84,6849.76,3651.16,1.95,159.3
,female,germany,84,5394.16,2226.19,4,256.86
,female,germany,84,652.16,341.8,1.71,123.51
31,male,germany,84,2853.36,2169.76,42,1426.68
,female,germany,84,389.56,1896.1,4.67,216.14
,female,germany,84,524.45,382.3,2.63,162.64
35,female,germany,84,2699.9,1164.6,7.64,245.45
,female,germany,84,5159.16,2321.39,2.49,125.83
,female,germany,84,533.8,179.71,2,12.55
,female,germany,84,8484.62,582.51,2.49,26.94
29,male,austria,84,6384.68,4284.86,2.55,193.48
27,male,,84,5624.94,2392.14,2.4,16.71
61,female,germany,84,11179.93,1991.12,1.29,172
26,female,austria,84,6525.56,373.3,2.55,197.74
,female,germany,84,7452.95,349.5,2.49,181.78
,female,germany,84,7326.24,4521.12,2.22,192.8
,female,netherlands,84,291.55,94.52,3.5,87.15
42,male,germany,84,4444.31,3116.73,7.64,44.28
,female,germany,84,5966.5,381.61,2.33,165.72
,female,germany,84,618.15,3167.21,2,136.78
,female,poland,84,4853.45,657.77,3.36,194.14
56,female,poland,84,3571.57,1696.84,4.67,198.42
48,female,germany,84,664.5,42.92,8.4,66.45
53,female,germany,84,278.25,1688.41,3.36,111.21
,female,germany,84,6198.14,2794.7,2.8,199.94
,female,germany,84,587.97,265.8,1.87,13.47
,female,germany,84,466.95,1325.11,2.4,131.63
,female,germany,84,434.25,2142.78,2.1,18.56
,female,germany,84,5665.56,238.4,1.75,118.33
,female,germany,84,4851.75,2967.73,2.27,131.13
,female,germany,84,7115.86,3844.79,2.1,177.9
,female,germany,84,461.2,2535.68,2.9,158.66
46,female,germany,84,4325.36,35.88,5.6,288.36
37,female,germany,84,3211.5,1811.1,4.67,178.39
,female,germany,84,5738.59,2237.67,2.22,151.16
61,female,poland,84,2672.86,687.21,3.65,116.18
,female,germany,84,7361.23,3652.68,2.49,179.54
33,female,austria,84,47.34,186.87,1.5,58.79
35,female,germany,84,213.66,1629.1,7.64,193.7
,male,germany,84,335.61,1235.67,5.6,22.37
,female,germany,84,4297.9,1174.78,2,12.34
,female,germany,84,5421.15,189.25,2.27,146.52
,male,germany,84,43.2,2162.97,4.2,215.1
,female,germany,84,736.88,4163.58,2.22,185.18
57,female,austria,84,4674.29,988.99,3.11,173.12
,female,germany,84,4671.93,228.5,2.8,15.77
36,female,austria,84,5866.15,3269.65,3.24,225.62
35,female,austria,84,5632.34,2282.11,2.63,176.16
,female,germany,84,4613.58,3254.4,4.67,256.31
,female,germany,84,5456.44,274.77,2.55,165.35
35,female,germany,84,3382.4,149.1,9.33,375.78
36,female,germany,84,2226.36,984.4,7.64,22.4
37,female,austria,83,564.96,46.76,2.24,151.49
32,female,austria,83,5244.56,3632.25,4.61,291.36
,female,germany,83,6119.87,35.77,1.84,136
41,female,germany,83,4443.61,2625.15,2.59,138.86
43,female,germany,83,4596.17,195.51,5.93,328.3
38,male,,83,522.78,2399.11,2.86,18.27
28,female,austria,83,5657.38,3617.59,2.68,182.5
,female,germany,83,6233.16,2263.24,2.24,168.46
,female,germany,83,6839.7,388.55,2.75,17.98
37,male,austria,83,4911.51,1295.57,3.46,24.65
,male,germany,83,4549.5,1651.33,3.32,181.96
41,female,germany,83,259.58,522.96,5.93,179.26
,female,germany,83,6251.5,3574.13,2.24,152.46
,male,germany,83,6879.87,5482.69,4.88,44.7
28,female,germany,83,4871.34,1972.81,5.19,34.46
36,male,austria,83,392.2,255.52,3.75,144.53
51,female,austria,83,585.71,2387.82,2.36,162.52
33,female,austria,83,4996.39,256.75,5.53,333.93
,female,germany,83,5443.52,2877.62,2.36,151.29
39,female,germany,83,4277.97,1469.5,5.19,267.37
58,female,austria,83,477.1,227.64,2.18,125.53
39,female,germany,83,5.44,4337.69,4.61,277.82
54,female,germany,83,1858.23,993.87,7.55,168.93
,female,germany,83,465.9,2316.29,2.44,135.44
47,male,poland,83,2325.38,1156.62,13.83,387.56
,female,germany,83,5417.4,3348.54,3.46,225.71
,female,germany,83,578.36,293.7,1.98,137.63
,female,germany,83,4276.65,1232.72,2.44,125.78
56,female,germany,83,5576.16,2261.79,2.96,199.15
,female,germany,83,4585.15,1815.66,2.59,143.29
48,female,germany,83,262.75,1797.8,4.15,13.14
48,female,germany,83,4614.14,4179.37,4.15,23.77
,male,germany,83,5375.13,2134.33,2.96,191.97
,female,germany,83,6613.17,2683.93,2.86,228.43
,female,germany,83,5223.66,318.62,2.44,153.64
46,female,austria,83,4632.36,154.28,2.59,144.76
37,female,germany,83,4.51,3326.32,8.3,4.51
43,female,germany,83,3513.14,1666.88,3.77,159.69
52,female,germany,83,7769.29,4421.11,3.75,287.75
45,female,austria,83,445.72,3167.89,2.52,133.57
34,male,germany,83,3587.57,172.17,5.19,224.22
33,male,,83,634.69,2162.76,2.37,181.16
31,female,austria,83,4735.2,293.46,2.68,152.74
41,female,austria,83,467.92,2438.5,4.15,23.4
,female,germany,83,4448.91,145.19,3.46,185.37
32,female,germany,83,3398.17,1743.74,11.86,485.45
,female,germany,83,6628.86,2342.25,2.24,179.16
,female,germany,83,845.87,631.3,2.13,216.69
33,female,austria,83,5643.66,1575.65,2.18,148.52
42,female,germany,83,424.15,1915.84,3.19,163.83
31,female,germany,82,7881.87,4786.72,2.83,271.79
,male,germany,82,511.5,2246.71,2.34,145.74
38,female,austria,82,4475.17,2821.52,4.56,248.63
45,male,austria,82,465.67,1591.78,5.13,254.14
,female,germany,82,7444.19,5991.71,2.73,248.14
,female,germany,82,3844.86,1882.68,2.65,124.28
39,male,germany,82,12531.51,6698.94,3.37,464.13
,female,poland,82,344.73,16.54,1.86,78.2
46,female,germany,82,523.31,19.76,3.42,29.35
44,female,austria,82,33.48,2293.8,7.45,3.44
35,female,germany,82,5474.48,3777.72,3.15,21.56
,female,germany,82,4977.68,253.93,1.86,113.13
39,female,germany,82,337.78,1974.14,6.38,259.3
,female,germany,82,6784.87,383.13,1.97,157.79
32,female,germany,82,6185.58,443.25,11.71,883.65
,female,germany,82,538.35,2424.35,2.28,149.45
44,female,austria,82,621.55,3369,2.5,15.54
51,female,germany,82,145.26,7389.76,3.95,478.35
57,female,germany,82,2134.78,127.46,6.83,177.9
55,female,germany,82,5766.1,1878.16,3.15,221.77
37,female,germany,82,3181.18,248.49,8.2,318.12
33,female,germany,82,3943.42,1496.35,6.83,328.62
,female,germany,82,7793.18,6893.22,3.28,311.73
32,female,germany,82,342.7,1224.47,6.38,263.82
64,female,austria,82,4241.49,2343.62,4.32,223.24
52,female,germany,82,6115.17,3598.11,2.93,218.4
29,female,austria,82,731.49,3869.44,2.22,197.34
,female,germany,82,7316.51,583.24,1.67,149.32
39,male,austria,82,3949.17,63.95,8.2,394.92
71,female,germany,82,296.68,2324.41,2.83,1.23
47,female,austria,82,393.83,147.3,3.15,151.19
31,female,austria,82,542.83,2428.11,2,123
33,female,germany,82,4472.36,3789.63,4.1,223.62
,female,germany,82,6618.98,3223.4,3.37,245.15
,male,germany,82,3354.66,161.24,4.56,186.37
,female,germany,82,6833.38,4519.23,2.22,184.69
39,female,germany,82,665.51,2279.74,4.56,366.97
,female,germany,82,7364.18,3314.73,2.83,253.94
,male,germany,82,3364.72,199.47,6.83,28.39
33,female,germany,82,6224.77,4116.57,3.37,23.55
31,female,germany,82,3545.54,1925.26,4.32,186.67
,female,germany,82,4183.22,1911.43,3.37,154.93
46,female,germany,82,2697.67,187.36,8.2,269.77
,female,germany,82,5247.29,218.79,1.97,122.3
45,female,germany,82,7235.59,3927.89,4.56,41.98
52,female,germany,82,6969.2,4114.75,3.73,316.78
32,male,,82,3858.97,1293.47,1.86,87.74
33,female,germany,82,11959.84,579.35,1.82,265.77
,female,germany,82,7551.94,367.37,1.86,171.64
,female,germany,82,5717.64,2148.2,1.58,19.95
,female,germany,82,5844.95,2325.73,1.95,139.17
,female,austria,81,5164.19,1984.76,1.8,114.76
39,female,germany,81,3643.18,238.55,5.4,242.88
,female,germany,81,6951.22,4516.58,2.25,173.79
35,female,austria,81,5469.39,1585.28,2.7,182.31
,female,germany,81,5333.67,2443.61,1.93,126.99
44,female,germany,81,324.71,239.16,3.86,154.32
37,male,germany,81,627.99,3221.99,81,627.99
36,male,austria,81,3788.24,1114.52,2.7,126.27
,female,poland,81,4921.44,2844.15,9,546.83
63,female,germany,81,4135.19,2191.59,1.35,68.92
,female,germany,81,4217.87,221.54,1.93,1.43
55,female,germany,81,2882.14,1714.11,3.86,137.24
,female,germany,81,7489.84,3284.22,1.72,159.36
28,male,austria,81,3852.75,46.69,2.89,137.6
71,female,germany,81,3438.51,238.9,5.79,245.68
39,female,germany,81,3115.15,281.33,2.13,81.98
42,male,,81,5881.93,2138.29,3.12,226.23
54,female,germany,81,4515.93,2419.97,4.26,237.69
,female,germany,81,6793.19,3333.63,1.93,161.74
,male,germany,81,5241.76,3133.9,3.68,238.26
39,female,germany,81,3792.1,181.95,4.76,223.65
41,female,germany,81,6426.37,4744.22,6.24,494.34
34,female,austria,81,378.39,199.2,1.77,8.62
,female,germany,81,6884.63,3198.68,2.25,172.12
,female,germany,81,644.37,3329.6,2.77,164.21
59,female,germany,81,5838.31,3298.67,2.77,149.73
53,female,austria,81,4261.53,1812.41,2.53,133.17
52,female,austria,81,421.49,1954.42,2.31,12.3
54,female,austria,81,4281.8,1156.81,4.26,225.32
,female,germany,81,5225.9,2114.1,2.53,163.28
,female,germany,81,838.6,455.74,1.93,199.54
,female,germany,81,523.38,2454.2,1.93,119.64
47,female,germany,81,7521.49,5265.28,3,278.57
56,female,germany,81,5724.28,3665,3,212.14
55,female,germany,81,437.99,3364.42,4.5,242.83
43,female,austria,81,4721.3,285.44,2.61,152.3
,male,germany,81,4362.18,2752.68,5.79,311.58
37,male,germany,81,2341.95,993.79,4.5,13.18
41,female,austria,81,5949.67,256.84,2.25,148.74
47,male,austria,81,5413.57,1362.9,2.7,18.45
54,female,germany,81,7641.19,6541.32,2.7,254.76
,male,germany,81,945.9,5125.59,1.8,29.2
45,female,austria,81,3839.21,1788.32,2.31,19.69
,female,germany,81,3634.92,1535.81,3.68,165.22
,female,germany,81,6111.19,352.7,1.98,149.53
33,female,germany,81,287.77,2271.97,4.26,147.78
,female,germany,81,5727.73,423.56,3.68,26.35
52,female,germany,81,3698.8,2168.89,3.24,147.92
28,female,austria,81,5737.13,294.68,3,212.49
52,female,germany,81,5137.99,3112.43,2.79,177.17
39,female,germany,81,749.59,365.32,3.86,356.69
22,male,germany,81,229.19,1982.35,9,254.47
,female,germany,81,5998.68,2675.76,2.45,181.78
44,female,germany,81,3254.44,2271.7,5.4,216.96
